Plot_ID,Owner_Name,Father_Name,Survey_No,Gat_No,Area,Land_Type,Village,Taluka,District,State,Ownership_Type,No_of_Owners,Crop_Type,Irrigation_Source,Encumbrances,Mutation_Entry_No,Date_of_Mutation,Purchase_Value,Market_Value,Transaction_Type,Registration_No,Aadhaar_No,PAN_No,Contact_No,Address,Latitude,Longitude,Soil_Type,Fertility_Status,Ownership_Status,Land_Use,Tax_Status,Remarks,Last_Updated
PLOT320,Veer Din,Tarini Kadam,534/C,909,8.7,Agricultural,Rajkot,Pandharpur,Latur,Maharashtra,Joint,4,Wheat,Well,Legal Dispute,M2228,2021-11-22,₹815016,₹1912164,Sale,R2008,XXXX-XXXX-8787,IYTPT4830M,+918538404925,"H.No. 599, Banerjee Ganj, Siwan 743919",19.2828,73.3055,Red,Low,Disputed,Crop,Paid,Under observation,2025-02-17
PLOT321,Rohan Kanda,Anahi More,121/B,694,1.15,Agricultural,Buxar,Shrigonda,Satara,Maharashtra,Single,1,Soybean,Rainfed,Legal Dispute,M3063,2022-08-06,₹680976,₹1472238,Gift,R9973,XXXX-XXXX-8368,WNAPM6813S,9511366438,"077, Sen Zila, Meerut 052209",17.8758,75.2615,Sandy,Low,Active,Residential,Paid,Irrigated area,2024-12-06
PLOT322,Charvi Yohannan,Yuvaan Shinde,516/C,119,10.44,Non-Agricultural,Anand,Baramati,Solapur,Maharashtra,Joint,4,Sugarcane,Canal,Bank Loan,M1588,2025-03-06,₹503298,₹2066834,Inheritance,R5500,XXXX-XXXX-9666,YAYPH7670U,00807103007,"93/428, Rastogi Path, Rourkela-146778",19.2875,73.5612,Sandy,Fertile,Disputed,Residential,Unpaid,Requires leveling,2025-09-13
PLOT323,Manikya Kanda,Kashvi Deshmukh,823/A,907,5.25,Agricultural,Guwahati,Baramati,Satara,Maharashtra,Single,1,Fallow,Borewell,Legal Dispute,M7922,2022-05-27,₹427110,₹2361806,Sale,R1306,XXXX-XXXX-1008,XFTPT9985C,09643732676,"47/49, Chowdhury Circle, Naihati 192326",17.3488,74.0268,Red,Low,Active,Crop,Paid,Dryland,2025-03-31
PLOT324,Ayesha Khalsa,Rasha Deshmukh,595/C,510,10.94,Agricultural,Karnal,Beed,Satara,Maharashtra,Joint,4,Cotton,Well,Legal Dispute,M8041,2025-07-27,₹520579,₹2159283,Gift,R7463,XXXX-XXXX-1381,JJXPV4617N,00210511583,"33, Sood Path, Dhule 044214",19.3528,73.4952,Black Cotton,Fertile,Active,Fallow,Unpaid,Irrigated area,2025-03-28
PLOT325,Yakshit Joshi,Manikya Patil,456/C,939,4.16,Non-Agricultural,Vasai-Virar,Karmala,Ahmednagar,Maharashtra,Joint,2,Soybean,Rainfed,None,M2053,2023-03-30,₹793779,₹2437383,Inheritance,R9999,XXXX-XXXX-4539,OIEPL8504L,6678488232,"18/21, Dewan Nagar, Gorakhpur 961994",18.6524,73.9526,Laterite,Fertile,Active,Residential,Unpaid,Dryland,2024-12-03
PLOT326,Armaan Das,Sara Deshmukh,584/B,644,0.63,Agricultural,Khora ,Pandharpur,Ahmednagar,Maharashtra,Single,1,Paddy,Well,Bank Loan,M5543,2023-03-31,₹662822,₹1368295,Inheritance,R5575,XXXX-XXXX-8806,TXEPF2907Q,+919714257404,"H.No. 41, Dube Chowk, Surat 602507",17.1914,74.3615,Alluvial,Fertile,Active,Fallow,Paid,Requires leveling,2025-05-01
PLOT327,Devansh Kulkarni,Divyansh Shinde,981/B,590,8.73,Non-Agricultural,Ghaziabad,Karjat,Satara,Maharashtra,Single,1,Cotton,Borewell,Bank Loan,M8692,2023-03-10,₹357060,₹1580691,Inheritance,R4473,XXXX-XXXX-9123,ZSEPY9464P,1596778568,"26/69, Dayal Road, Sikar-443769",19.137,74.2813,Alluvial,Fertile,Disputed,Residential,Paid,Irrigated area,2025-01-11
PLOT328,Hunar Varghese,Vihaan More,853/B,509,10.37,Non-Agricultural,Arrah,Mohol,Satara,Maharashtra,Single,1,Sugarcane,Rainfed,Bank Loan,M1242,2022-07-30,₹693327,₹2079359,Inheritance,R7350,XXXX-XXXX-1348,LWMPT9993D,1767223247,"H.No. 793, Bose, Sonipat-242453",17.5181,73.0867,Alluvial,Low,Active,Fallow,Unpaid,Requires leveling,2025-06-05
PLOT329,Tanya Batta,Romil Pawar,329/A,537,11.11,Non-Agricultural,Guna,Karmala,Pune,Maharashtra,Single,1,Maize,Rainfed,None,M9914,2024-11-12,₹324851,₹1187761,Inheritance,R6302,XXXX-XXXX-3825,WSVPD1185I,03460696627,"H.No. 78, Hora Ganj, Ahmednagar 387505",18.5568,73.419,Alluvial,Fertile,Active,Fallow,Paid,Partially cultivated,2025-07-17
PLOT330,Emir Chacko,Advika Patil,414/B,767,7.32,Non-Agricultural,Tirupati,Beed,Kolhapur,Maharashtra,Joint,2,Cotton,Well,Legal Dispute,M3573,2025-06-26,₹365314,₹2271434,Gift,R9772,XXXX-XXXX-7165,DXTPT1354L,+918488642490,"209, Chana Chowk, Ahmednagar-801970",17.9389,73.4898,Sandy,Medium,Active,Fallow,Paid,Irrigated area,2024-11-13
PLOT331,Gatik Mane,Dishani Jadhav,472/A,108,9.73,Non-Agricultural,Phagwara,Karjat,Kolhapur,Maharashtra,Joint,5,Fallow,Rainfed,None,M2568,2024-11-11,₹250717,₹2163758,Sale,R6317,XXXX-XXXX-5257,YYTPJ6893T,02545329148,"368, Khalsa Path, Panchkula 987317",19.5278,74.1853,Alluvial,Fertile,Disputed,Residential,Paid,Irrigated area,2025-07-12
PLOT332,Vivaan Choudhary,Alisha Shinde,568/C,571,2.48,Agricultural,Ongole,Beed,Ahmednagar,Maharashtra,Joint,3,Cotton,Canal,None,M1332,2021-07-07,₹801305,₹968761,Gift,R6809,XXXX-XXXX-2719,CCHPY1171P,5987412376,"H.No. 626, Gala Nagar, Alappuzha 884161",18.2911,73.7717,Black Cotton,Medium,Disputed,Fallow,Paid,Boundary not verified,2025-01-21
PLOT333,Hridaan Chaudhary,Jayan Pawar,973/A,310,1.18,Agricultural,Singrauli,Beed,Ahmednagar,Maharashtra,Single,1,Sugarcane,Borewell,Mortgage,M5753,2022-08-21,₹889847,₹1502524,Sale,R5358,XXXX-XXXX-6946,GCLPE3436I,03660242479,"22, Malhotra Circle, Raipur-917877",19.9683,74.439,Sandy,Medium,Active,Residential,Paid,Dryland,2025-04-15
PLOT334,Charvi Vig,Ryan Pawar,101/C,760,10.06,Agricultural,Nagercoil,Karmala,Nashik,Maharashtra,Single,1,Paddy,Well,Mortgage,M7311,2024-10-10,₹650918,₹1364740,Inheritance,R5779,XXXX-XXXX-2551,HJHPZ0655N,4198171549,"73/490, Saran Street, Jamnagar 654928",18.2079,73.2612,Alluvial,Low,Disputed,Residential,Unpaid,Irrigated area,2025-07-24
PLOT335,Misha Mane,Oorja Deshmukh,949/C,682,10.58,Non-Agricultural,Bokaro,Karjat,Nashik,Maharashtra,Single,1,Soybean,Rainfed,Legal Dispute,M1049,2023-10-25,₹397505,₹2024390,Sale,R7874,XXXX-XXXX-2997,BPZPB8015S,03876085704,"H.No. 267, Srinivas Nagar, Kulti-539440",19.1934,73.0164,Laterite,Low,Active,Crop,Paid,Requires leveling,2024-11-04
PLOT336,Aniruddh Sandhu,Mannat More,742/C,233,10.18,Agricultural,Katni,Mohol,Beed,Maharashtra,Single,1,Fallow,Well,None,M3961,2025-04-15,₹350448,₹1093297,Sale,R9269,XXXX-XXXX-4084,YBWPW9590F,09781715993,"H.No. 43, Rastogi Street, Phagwara-769640",19.1364,75.1508,Alluvial,Low,Disputed,Residential,Unpaid,Irrigated area,2025-02-03
PLOT337,Mehul Batra,Umang Kadam,383/B,292,7.05,Non-Agricultural,Narasaraopet,Pandharpur,Pune,Maharashtra,Joint,4,Maize,Borewell,Legal Dispute,M4626,2023-08-10,₹631763,₹2292113,Inheritance,R3142,XXXX-XXXX-5806,KRVPU7116E,07739231382,"73, Aggarwal Street, Nangloi Jat 332772",17.1816,73.7427,Sandy,Low,Disputed,Residential,Unpaid,Irrigated area,2025-04-10
PLOT338,Mehul Chakraborty,Manikya More,634/B,335,2.77,Non-Agricultural,Ulhasnagar,Beed,Nashik,Maharashtra,Joint,5,Sugarcane,Well,Mortgage,M4405,2021-01-14,₹493078,₹1366551,Inheritance,R8231,XXXX-XXXX-5150,EUDPL4384H,05777155886,"H.No. 72, Varma Street, Tirupati-032408",19.3203,75.6403,Sandy,Medium,Active,Crop,Unpaid,Partially cultivated,2024-12-03
PLOT339,Pihu Bhattacharyya,Hrishita Jadhav,348/A,208,1.44,Non-Agricultural,Gangtok,Karjat,Kolhapur,Maharashtra,Single,1,Fallow,Canal,Legal Dispute,M3684,2025-01-18,₹584450,₹2277011,Gift,R6763,XXXX-XXXX-7478,VWGPV1534H,02099438357,"58, Wadhwa Ganj, Bellary 728805",18.5364,75.9349,Sandy,Fertile,Disputed,Residential,Paid,Partially cultivated,2025-03-26
PLOT340,Rasha Savant,Stuvan Pawar,132/C,343,4.26,Agricultural,Dharmavaram,Baramati,Nashik,Maharashtra,Single,1,Soybean,Rainfed,Mortgage,M9403,2025-08-14,₹401085,₹1405656,Gift,R3901,XXXX-XXXX-9840,CYWPY0218Y,03637273291,"754, Mander Chowk, Navi Mumbai-939902",17.4071,73.7977,Black Cotton,Fertile,Disputed,Crop,Unpaid,Dryland,2025-07-20
PLOT341,Azad Bhandari,Nirvaan Kadam,860/A,651,2.03,Non-Agricultural,Pali,Mohol,Beed,Maharashtra,Single,1,Wheat,Canal,Mortgage,M8660,2024-05-04,₹898412,₹2281613,Inheritance,R5199,XXXX-XXXX-6675,QVSPZ2428O,5921376126,"873, Talwar Zila, Tumkur 213653",19.2258,74.5529,Sandy,Low,Active,Crop,Paid,Irrigated area,2025-05-18
PLOT342,Diya Raju,Vaibhav Kadam,949/A,855,2.14,Non-Agricultural,Khammam,Shrigonda,Kolhapur,Maharashtra,Joint,5,Sugarcane,Canal,Legal Dispute,M7048,2021-11-08,₹442024,₹1931584,Sale,R6066,XXXX-XXXX-6263,LHCPJ4517B,+918914064407,"878, Salvi Chowk, Tumkur-454575",17.1623,75.1174,Laterite,Fertile,Disputed,Fallow,Unpaid,Under observation,2025-02-20
PLOT343,Madhav Sodhi,Lakshit Patil,359/B,850,8.08,Non-Agricultural,Malegaon,Karmala,Nashik,Maharashtra,Single,1,Soybean,Borewell,Mortgage,M9038,2022-12-21,₹707659,₹2047732,Gift,R9834,XXXX-XXXX-5933,FSHPV9066I,5704914281,"H.No. 22, Ganesan Path, Dharmavaram-625226",17.7823,74.4304,Red,Medium,Disputed,Fallow,Paid,Partially cultivated,2025-01-26
PLOT344,Nishith Baral,Vivaan Kadam,161/C,963,3.54,Agricultural,Darbhanga,Shrigonda,Pune,Maharashtra,Single,1,Soybean,Canal,Legal Dispute,M4137,2022-04-18,₹835212,₹1076653,Inheritance,R4887,XXXX-XXXX-5383,MAWPV2760Y,+910347438813,"63, Vora Circle, Raiganj 796141",19.7872,74.7218,Alluvial,Medium,Active,Crop,Paid,Requires leveling,2025-03-02
PLOT345,Tiya Dar,Kanav Patil,663/A,651,4.58,Agricultural,Karaikudi,Beed,Kolhapur,Maharashtra,Single,1,Sugarcane,Well,Mortgage,M8130,2020-12-20,₹610116,₹1748369,Inheritance,R8392,XXXX-XXXX-5600,IWCPZ8767F,02815521200,"118, Dugar Road, Bhilwara-344955",18.2131,75.0772,Black Cotton,Fertile,Disputed,Fallow,Unpaid,Under observation,2025-07-17
PLOT346,Taran Shenoy,Azad Deshmukh,458/A,537,9.66,Non-Agricultural,Bulandshahr,Baramati,Beed,Maharashtra,Single,1,Maize,Canal,Bank Loan,M8799,2025-05-20,₹782222,₹1205051,Sale,R7769,XXXX-XXXX-5936,OSHPI3320G,+919886114823,"H.No. 677, Chandra Street, Nizamabad-178714",18.7305,75.0745,Red,Medium,Disputed,Residential,Paid,Irrigated area,2025-05-31
PLOT347,Aayush Biswas,Nakul Shinde,826/A,363,9.0,Agricultural,Silchar,Karmala,Solapur,Maharashtra,Joint,5,Fallow,Well,Mortgage,M2606,2025-02-08,₹470543,₹1348724,Gift,R8293,XXXX-XXXX-2866,QZMPK9299C,+917701317437,"H.No. 718, Randhawa, Jehanabad-807827",19.2947,75.6822,Laterite,Fertile,Disputed,Crop,Unpaid,Irrigated area,2025-02-23
PLOT348,Aarav Ramesh,Miraan Shinde,852/B,789,10.76,Non-Agricultural,Dehri,Sangola,Beed,Maharashtra,Joint,5,Fallow,Well,Legal Dispute,M9663,2023-01-08,₹277384,₹1604620,Gift,R6051,XXXX-XXXX-1582,UEBPZ5334W,7212026191,"57, Khatri Nagar, Raurkela Industrial Township-154771",19.7689,74.1526,Laterite,Fertile,Active,Residential,Unpaid,Irrigated area,2024-11-26
PLOT349,Dharmajan Chopra,Jivin Jadhav,546/C,543,8.31,Agricultural,Madurai,Rahuri,Satara,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M3796,2022-12-27,₹589730,₹1053243,Inheritance,R7619,XXXX-XXXX-2376,CWVPE9410X,0772054586,"74/355, Goda Zila, Tiruvottiyur 992250",18.3339,73.0855,Black Cotton,Medium,Active,Fallow,Paid,Boundary not verified,2025-07-27
PLOT350,Tanya Ramakrishnan,Krish Deshmukh,904/A,485,6.08,Non-Agricultural,Shahjahanpur,Karjat,Solapur,Maharashtra,Joint,2,Wheat,Borewell,Mortgage,M4408,2023-01-06,₹884905,₹2042652,Gift,R2742,XXXX-XXXX-8431,IFEPA9128D,+912735580792,"97, Dani Circle, Sangli-Miraj & Kupwad-448008",17.9534,75.8751,Laterite,Medium,Disputed,Residential,Unpaid,Under observation,2025-02-05
PLOT351,Tarini Sarraf,Anya Jadhav,143/A,603,6.07,Agricultural,Delhi,Shrigonda,Pune,Maharashtra,Single,1,Fallow,Rainfed,Legal Dispute,M4204,2023-02-17,₹260008,₹1238005,Gift,R9366,XXXX-XXXX-8590,QEAPS8561L,+914831186159,"H.No. 577, Din Nagar, Bilaspur 629984",18.6362,73.1502,Black Cotton,Fertile,Active,Crop,Unpaid,Partially cultivated,2025-06-12
PLOT352,Riaan Chana,Mannat Pawar,114/A,298,3.24,Non-Agricultural,Sikar,Rahuri,Solapur,Maharashtra,Joint,2,Fallow,Rainfed,None,M7781,2024-03-08,₹283926,₹2140719,Inheritance,R7218,XXXX-XXXX-9506,GRYPH0376O,+917059856569,"86, Dixit Path, Pimpri-Chinchwad-110576",17.9145,73.6164,Red,Low,Active,Fallow,Unpaid,Partially cultivated,2024-11-06
PLOT353,Himmat Krishnamurthy,Aarav Shinde,769/C,612,8.27,Agricultural,Medininagar,Karjat,Beed,Maharashtra,Single,1,Cotton,Rainfed,Bank Loan,M9721,2021-02-13,₹438213,₹1600255,Inheritance,R8317,XXXX-XXXX-8297,VUNPQ6860L,+914817452872,"85/88, Bhavsar, Bangalore 161862",18.7756,75.6259,Red,Medium,Active,Fallow,Paid,Irrigated area,2025-04-24
PLOT354,Suhana Varughese,Prisha More,467/B,688,3.96,Agricultural,Morbi,Mohol,Pune,Maharashtra,Joint,2,Maize,Rainfed,Bank Loan,M1728,2022-12-07,₹606571,₹2213491,Sale,R2964,XXXX-XXXX-5325,OHZPE4200W,0435907912,"H.No. 180, Sundaram Zila, Satara-246654",17.5409,74.5759,Laterite,Fertile,Active,Fallow,Unpaid,Under observation,2025-06-06
PLOT355,Mohanlal Barman,Zain Shinde,902/A,880,8.08,Agricultural,Hospet,Baramati,Pune,Maharashtra,Joint,5,Cotton,Rainfed,Mortgage,M9398,2020-12-01,₹759860,₹2458852,Gift,R5703,XXXX-XXXX-5672,EZWPQ4598T,4954558471,"27/40, Keer Road, Pali-651866",17.203,74.0526,Sandy,Fertile,Disputed,Fallow,Unpaid,Requires leveling,2025-04-30
PLOT356,Anvi Dutta,Nitya Kadam,343/A,708,3.72,Agricultural,Ambala,Pandharpur,Nashik,Maharashtra,Joint,5,Paddy,Canal,Legal Dispute,M2745,2022-01-03,₹719831,₹1322616,Inheritance,R6497,XXXX-XXXX-6863,PYVPQ7020S,07297282790,"H.No. 652, Dora Road, Haridwar 989877",18.9289,75.6068,Red,Low,Disputed,Crop,Paid,Dryland,2025-04-11
PLOT357,Jayan Sampath,Darshit Jadhav,676/A,130,4.11,Non-Agricultural,Mangalore,Mohol,Beed,Maharashtra,Single,1,Maize,Well,Bank Loan,M2730,2022-04-27,₹770318,₹1875911,Sale,R2646,XXXX-XXXX-5313,HGZPE6426E,3285130943,"628, Buch Path, Karaikudi 754570",17.8592,75.5783,Black Cotton,Medium,Disputed,Residential,Unpaid,Requires leveling,2025-03-31
PLOT358,Romil Deshpande,Rati More,849/A,231,4.27,Agricultural,Imphal,Shrigonda,Nashik,Maharashtra,Joint,3,Cotton,Canal,Bank Loan,M7051,2023-04-22,₹577834,₹2201064,Sale,R6428,XXXX-XXXX-5252,JISPL6464A,1636388192,"05, Sekhon Path, Delhi-433662",17.6982,73.8733,Alluvial,Medium,Active,Crop,Unpaid,Boundary not verified,2024-12-27
PLOT359,Khushi Taneja,Shlok Kadam,613/A,328,10.93,Non-Agricultural,Khammam,Rahuri,Beed,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M5746,2022-03-29,₹742674,₹1856701,Sale,R7637,XXXX-XXXX-7905,HGDPA5386A,08772194844,"76/04, Behl Chowk, Bally 802855",19.5672,74.7742,Sandy,Low,Active,Residential,Unpaid,Dryland,2025-05-14
PLOT360,Manikya Khalsa,Piya Shinde,993/B,509,5.91,Non-Agricultural,Bhiwani,Shrigonda,Nashik,Maharashtra,Joint,4,Paddy,Rainfed,Mortgage,M7295,2024-08-16,₹763791,₹1225391,Inheritance,R4144,XXXX-XXXX-3543,PXDPG7864G,8822730101,"91/92, Char Chowk, Jaipur-021069",17.084,75.7983,Red,Medium,Active,Residential,Unpaid,Dryland,2025-02-04
PLOT361,Dishani Batra,Kimaya Deshmukh,444/B,590,8.67,Non-Agricultural,Bongaigaon,Beed,Nashik,Maharashtra,Joint,4,Wheat,Canal,Mortgage,M9285,2021-04-07,₹508039,₹1849548,Gift,R1312,XXXX-XXXX-4933,PSCPL8691J,+911336462085,"H.No. 60, Sur Road, Narasaraopet-350231",19.4549,75.6594,Black Cotton,Fertile,Disputed,Crop,Paid,Irrigated area,2025-05-07
PLOT362,Divyansh Goyal,Nakul Deshmukh,350/A,180,7.48,Non-Agricultural,Kulti,Mohol,Nashik,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M4065,2024-04-07,₹291701,₹2349235,Sale,R4988,XXXX-XXXX-9827,JBZPQ7386A,08244816419,"82/54, Brahmbhatt, Nangloi Jat 772985",17.5412,75.0028,Alluvial,Fertile,Disputed,Crop,Unpaid,Requires leveling,2025-06-20
PLOT363,Amira Magar,Divij Deshmukh,535/A,142,9.03,Non-Agricultural,Bahraich,Shrigonda,Solapur,Maharashtra,Single,1,Paddy,Canal,Bank Loan,M6164,2023-07-17,₹815282,₹1598778,Gift,R1480,XXXX-XXXX-6841,KKQPV8746J,09033812401,"16/64, Date Road, Adoni-338272",18.5011,75.6492,Red,Fertile,Active,Residential,Paid,Under observation,2024-11-28
PLOT364,Prisha Divan,Alisha Jadhav,869/A,362,6.43,Non-Agricultural,Saharsa,Karmala,Beed,Maharashtra,Joint,2,Cotton,Borewell,None,M6012,2023-04-24,₹522033,₹2352736,Inheritance,R3164,XXXX-XXXX-6901,FHSPR8814I,4587533931,"H.No. 66, Hegde Marg, Shimoga-173725",17.361,73.7288,Black Cotton,Low,Active,Crop,Paid,Partially cultivated,2025-03-26
PLOT365,Neysa Wali,Vihaan Deshmukh,543/A,882,4.27,Non-Agricultural,Bally,Karjat,Kolhapur,Maharashtra,Joint,2,Wheat,Well,Legal Dispute,M8307,2022-01-24,₹327258,₹1010334,Gift,R3412,XXXX-XXXX-3674,KUCPB2497W,00343159300,"44/221, Golla Street, Kumbakonam-183930",19.5052,73.5157,Sandy,Medium,Disputed,Residential,Paid,Under observation,2025-08-23
PLOT366,Anahi Suresh,Anvi Patil,929/A,591,6.18,Agricultural,Bardhaman,Shrigonda,Nashik,Maharashtra,Single,1,Maize,Canal,Mortgage,M5079,2023-04-24,₹859906,₹2474457,Inheritance,R7746,XXXX-XXXX-5878,WYHPW0013V,09742973680,"95/50, Mahal Circle, Solapur-373691",17.5152,75.2556,Sandy,Low,Disputed,Residential,Paid,Irrigated area,2025-01-25
PLOT367,Shayak Rege,Parinaaz Shinde,485/A,865,5.66,Non-Agricultural,Nagaon,Pandharpur,Latur,Maharashtra,Joint,4,Fallow,Well,None,M3610,2023-08-18,₹554453,₹1891161,Sale,R9470,XXXX-XXXX-2578,STBPB9447A,+917241538776,"325, Saran Circle, Jammu-841047",18.2791,74.3174,Red,Medium,Disputed,Residential,Paid,Irrigated area,2025-01-24
PLOT368,Piya Korpal,Manikya Patil,689/C,523,7.44,Agricultural,Visakhapatnam,Karjat,Nashik,Maharashtra,Single,1,Soybean,Rainfed,Mortgage,M1554,2021-07-21,₹480467,₹2353464,Inheritance,R1315,XXXX-XXXX-4086,IDLPN0840Q,3319937548,"02/62, Chad Chowk, Noida-323811",19.073,73.2672,Alluvial,Low,Disputed,Residential,Unpaid,Dryland,2024-11-02
PLOT369,Oorja Singh,Shray Kadam,114/A,137,8.78,Agricultural,Nandyal,Pandharpur,Beed,Maharashtra,Single,1,Sugarcane,Rainfed,None,M8612,2024-07-27,₹668534,₹1169717,Sale,R3099,XXXX-XXXX-7619,DVOPA4109W,+913461897042,"70/22, Sehgal Marg, Nagpur-124162",19.8533,73.8477,Laterite,Medium,Active,Fallow,Unpaid,Partially cultivated,2024-10-29
PLOT370,Ira Sibal,Riaan Jadhav,806/B,260,10.52,Non-Agricultural,Chapra,Karjat,Nashik,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M6537,2024-04-19,₹322529,₹2011355,Gift,R5375,XXXX-XXXX-7895,PMEPT5719P,+915224483791,"33/658, Kashyap Road, Rajpur Sonarpur 090573",19.8465,74.3645,Sandy,Low,Active,Fallow,Unpaid,Partially cultivated,2025-03-09
PLOT371,Anay Sachdeva,Ayesha Kadam,205/C,481,1.17,Agricultural,Nangloi Jat,Beed,Kolhapur,Maharashtra,Single,1,Sugarcane,Rainfed,Bank Loan,M3777,2023-05-05,₹878541,₹1672537,Sale,R6191,XXXX-XXXX-8430,EHPPS2771S,+911598410036,"38, Dewan, Thiruvananthapuram-285808",17.0934,75.8421,Alluvial,Low,Active,Residential,Unpaid,Irrigated area,2025-09-27
PLOT372,Farhan Garde,Riya Deshmukh,948/B,342,7.5,Non-Agricultural,Pondicherry,Mohol,Ahmednagar,Maharashtra,Joint,4,Paddy,Rainfed,None,M5799,2021-10-23,₹692541,₹1890926,Inheritance,R8681,XXXX-XXXX-9787,JPWPU2404B,2015607715,"958, Sami Path, New Delhi 040317",18.4574,73.6818,Red,Low,Active,Crop,Paid,Dryland,2024-10-23
PLOT373,Ela Arora,Bhavin Pawar,559/C,464,8.03,Non-Agricultural,Bhilai,Beed,Pune,Maharashtra,Joint,2,Soybean,Borewell,Mortgage,M3808,2025-04-15,₹541832,₹1987425,Inheritance,R4180,XXXX-XXXX-5623,DKQPP0939A,+913983954845,"36/36, Tak Road, Vellore-812079",18.4113,75.129,Alluvial,Fertile,Active,Crop,Unpaid,Partially cultivated,2025-07-02
PLOT374,Manikya Bansal,Aniruddh Patil,198/B,318,3.54,Non-Agricultural,Bihar Sharif,Baramati,Ahmednagar,Maharashtra,Joint,5,Wheat,Canal,Legal Dispute,M1861,2022-01-24,₹833374,₹1226080,Sale,R9967,XXXX-XXXX-9696,MIIPP1699B,4520550646,"69, Ben Zila, Madhyamgram 578829",19.0125,73.2611,Sandy,Fertile,Disputed,Crop,Unpaid,Boundary not verified,2025-05-19
PLOT375,Jivin Sura,Madhav Jadhav,352/B,660,3.17,Agricultural,Farrukhabad,Mohol,Pune,Maharashtra,Single,1,Maize,Well,Bank Loan,M3746,2021-06-10,₹614634,₹2100963,Gift,R1547,XXXX-XXXX-2908,JYJPY4836R,07299065118,"93, Dayal Chowk, Ranchi 132694",18.3955,73.1434,Sandy,Medium,Active,Crop,Paid,Requires leveling,2025-02-12
PLOT376,Seher Lata,Kanav Pawar,262/A,935,1.36,Non-Agricultural,Dharmavaram,Sangola,Nashik,Maharashtra,Single,1,Sugarcane,Canal,Legal Dispute,M6560,2021-08-16,₹885734,₹1513480,Gift,R6649,XXXX-XXXX-7846,ASZPO9578F,+912192076835,"90, Ravi Street, Bettiah-570236",17.9436,75.9061,Laterite,Fertile,Active,Fallow,Paid,Irrigated area,2025-06-10
PLOT377,Samarth Manne,Kanav More,440/C,161,3.7,Agricultural,Bhalswa Jahangir Pur,Baramati,Pune,Maharashtra,Joint,5,Paddy,Well,Mortgage,M4075,2020-10-21,₹493251,₹1852223,Gift,R3186,XXXX-XXXX-1085,OBLPI1971H,03215834964,"881, Choudhury Ganj, Imphal 808913",18.4904,75.0572,Sandy,Fertile,Active,Crop,Paid,Partially cultivated,2025-05-06
PLOT378,Aarna Agarwal,Advika Deshmukh,458/B,877,5.36,Agricultural,Panihati,Shrigonda,Pune,Maharashtra,Joint,5,Fallow,Canal,Legal Dispute,M3178,2021-05-23,₹433666,₹1264115,Sale,R6001,XXXX-XXXX-5525,VUIPB9070G,5656261650,"846, Jha Nagar, Rampur 291881",19.0855,75.1483,Sandy,Fertile,Disputed,Residential,Paid,Partially cultivated,2024-12-05
PLOT379,Ishita Khare,Piya Pawar,604/C,292,6.67,Agricultural,Nangloi Jat,Karmala,Nashik,Maharashtra,Single,1,Paddy,Canal,None,M2670,2022-12-08,₹353974,₹1566771,Sale,R2026,XXXX-XXXX-8531,XKFPE3529Y,00391112274,"82/010, Ganguly, Tinsukia-292958",19.4339,73.5351,Black Cotton,Fertile,Active,Residential,Paid,Under observation,2025-03-03
PLOT380,Devansh Mall,Inaaya  Kadam,487/C,570,3.54,Agricultural,Firozabad,Pandharpur,Ahmednagar,Maharashtra,Joint,2,Wheat,Canal,Bank Loan,M4483,2024-01-17,₹894827,₹1367602,Gift,R3170,XXXX-XXXX-6125,XMSPI2960D,06904225323,"H.No. 938, Chandran Ganj, Gurgaon-321507",17.2946,73.8281,Red,Low,Disputed,Fallow,Unpaid,Dryland,2024-12-23
PLOT381,Emir Thakur,Madhup Jadhav,495/C,326,1.37,Non-Agricultural,Raurkela Industrial Township,Rahuri,Pune,Maharashtra,Joint,3,Sugarcane,Canal,Bank Loan,M1139,2023-02-11,₹302794,₹1830403,Gift,R2406,XXXX-XXXX-6379,XWBPJ8638C,+916444275482,"28/647, Rau Ganj, Bhalswa Jahangir Pur 681909",18.7508,74.4979,Laterite,Low,Active,Residential,Unpaid,Dryland,2025-01-04
PLOT382,Charvi Gala,Siya Patil,183/B,133,1.89,Agricultural,Dhanbad,Pandharpur,Satara,Maharashtra,Joint,4,Soybean,Rainfed,Legal Dispute,M5821,2022-12-10,₹680668,₹1224781,Inheritance,R4839,XXXX-XXXX-5273,GABPI1414F,+914828530482,"49/04, Sha Chowk, Unnao-772873",19.5337,75.2748,Alluvial,Low,Disputed,Fallow,Paid,Partially cultivated,2025-03-20
PLOT383,Damini Sunder,Farhan Jadhav,606/C,964,1.17,Agricultural,Miryalaguda,Rahuri,Satara,Maharashtra,Single,1,Wheat,Well,Legal Dispute,M4573,2022-01-13,₹779302,₹2112658,Gift,R7488,XXXX-XXXX-1610,EVQPQ8140L,1990507561,"H.No. 64, Badal Ganj, Asansol-819963",19.8021,75.4582,Laterite,Fertile,Active,Fallow,Unpaid,Boundary not verified,2025-03-08
